//ID	Name	Icon Name	Model (Ground)	Model (Lance)	Model (Carsise)	Model (Phyllis)	Model (Ami)	Ship Symbol	Ship Size	Item Type	Obtain Prefix Rate	Set ID	Forging Level	Stable Level	Repairable	Tradable	Pick-upable	Droppable	Deletable	Max Stack Size	Instance	Price	Character Types	Character Level	Character Classes	Character Nick	Character Reputation	Equipable Slots	Item Switch Locations	Item Obtain Into Location Determine	+STR %	+AGI %	+ACC %	+CON %	+SPR %	+LUK %	+Attack Speed %	+Attack Range %	+Min Attack %	+Max Attack %	+Defense %	+Max HP %	+Max SP %	+Dodge Rate %	+Hit Rate %	+Critical Rate %	+Treasure Drop Rate %	+HP Recovery %	+SP Recovery %	+Movement Speed %	+Resource Gathering Rate %	+STR (Min,Max)	+AGI (Min,Max)	+ACC (Min,Max)	+CON (Min,Max)	+SPR (Min,Max)	+LUK (Min,Max)	+Attack Speed	+Attack Range	+Min Attack	+Max Attack	+Defense	+Max HP	+Max SP	+Dodge	+Hit Rate	+Critical Rate	+Treasure Drop Rate	+HP Recovery	+SP Recovery	+Movement Speed	+Resource Gathering Rate	+Physical Resist	Aftected By Left Hand Efs	+Energy	+Durability	Gem Sockets	Ship Durability Recovery	Ship Cannon Amount	Ship Member Count	Ship Label	Ship Cargo Capacity	Ship Fuel Consumption	Ship Attack Speed	Ship Movement Speed	Usage Script	Display Effect	Bind Effect	Bind Effect 2	1st Inv Slot Effect	Drop Model Effect	Item Usage Effect	Description	0
00989	Emerald Demon Bow	0	2000000001	0	0	0	0	0	01	52	0	1	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	3	11	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
00990	Silver Dolphin Bow	0	2000010001	0	0	0	0	0	01	52	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	11	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
00991	White Shark Bow	0	2000020001	0	0	0	0	0	01	52	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	11	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
00992	Growth Fast Food	n1890	10130005	0	0	0	0	0	00	31	0	0	0	0	0	0	0	0	1	99	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_CZKC	0	0	0	0	0	0	Double click to earn a huge amount of exp	1
00993	Super Booster	n1891	10130005	0	0	0	0	0	00	31	0	0	0	0	0	0	0	0	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_CJZTQ	0	0	0	0	0	0	For players below level 49. 10 times bonus experience will be granted for 15 minutes upon usage.	1
00994	Torrent Bow	0	2001000001	0	0	0	0	0	02	52	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	11	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
00995	Goddess Bow	0	2001010001	0	0	0	0	0	02	52	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	11	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
00999	Swordfish Bow	0	2002000001	0	0	0	0	0	03	52	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	11	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
01000	Blurry Blueprint	n1419	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	99	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	Blueprint	0	0	0	0	0	0	1 Blurry Blueprint. Double click to obtain blueprint for either manufacturing, crafting or cooking	1
01001	Encrypted Blueprint	n1691	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	99	0	50	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	Blueprint	0	0	0	0	0	0	1 Encrypted Blueprint. Double click to obtain blueprint for either manufacturing, crafting or cooking	1
01002	Sealed Blueprint	n1692	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	99	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	Blueprint	0	0	0	0	0	0	1 Sealed Blueprint. Double click to obtain blueprint for either manufacturing, crafting or cooking	1
01003	Invocation Blueprint	n1693	10130005	0	0	0	0	0	0	31	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	Blueprint	0	0	0	0	0	0	1 Invocation  Blueprint. Double click to obtain blueprint for either manufacturing, crafting or cooking	1
01004	Ark Bow	0	2003000001	0	0	0	0	0	04	52	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	11	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
01005	Flower's Letter	q0010	10130005	0	0	0	0	0	00	42	0	0	0	0	0	0	1	0	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	The last letter writtn by Flower to Little Fish	1
01006	Loveless Tear	n0109	10130005	0	0	0	0	0	00	31	0	0	0	0	0	0	0	0	1	1	0	2000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_MoreItemGz	0	0	0	0	0	0	Loveless Tear. Increases drop rate for 15 minutes upon usage	1
01007	Golden Jade Bottle	n1527	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	2000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Made of pure gold and jade. Can be used to contain Reverse Love Potion.	1
01008	Reverse Love Potion	n0077	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	4000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rumored to allow one to forget the greatest love of the life. Can cure a broken heart	1
01009	Heart of Innocence	n1531	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	6000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_CZZX	0	0	0	0	0	0	A heart that is cleansed by the Reverse Love Potion. All base stats increased by 30% for 30 seconds upon usage	1
01010	Withered Heart	n1528	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	200	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A heart filled with despair. Requires an Irrigated Heart. Will be of used during November event	1
01011	Grandiose Salute	n1530	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	2000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_HHLP	0	0	0	0	0	363	Special huge royal salute. Fire it on 1st January during 2200 hrs till 2300 hrs at GMT +8 to get some special gift	1
01012	Gem of Soul	n1532	yellowstone01	0	0	0	0	0	0	49	0	0	0	0	0	1	1	1	1	99	1	5000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410,0	0	Can be forged into all weapons	1
01013	Heart of Reborn	n1529	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	5000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_CZZX	0	0	0	0	0	0	Comes from combination of Withered Heart and Reverse Love Potion. All base stats increased by 30% for 30 seconds upon usage	1
01014	Goddess Summon Scroll	n0347	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_NSSN	0	0	0	0	0	0	Summon a Revived Soul of Goddess with spiritual power. Revived Soul of Goddess last for a duration of 1 hour.	1
01015	Mysterious Pet Egg	n0323	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_JNJLD	0	0	0	0	0	0	Skill Fairy Egg. Double click to obtain a pet fairy with 3 random skills	1
01016	Goddess's Pouch	n0170	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	1	0	20000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_NSDXB	0	0	0	0	0	0	A pouch carried by the Goddess. Wonder what secret does it holds	1
01017	Chest of Ascaron	n0322	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	1	0	20000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_JaNaBox	0	0	0	0	0	0	Rumored to be dropped by the Goddess during her time on the land. Bring good fortune to the owner.	1
01018	Sewing Scroll	n0306	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sewing Scroll. Required voucher for sewing purposes	1
01019	Mini Black Dragon Bag	n1533	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_minibh	0	0	0	0	0	0	Rumor has it that somebody obtained Black Dragon equipment from opening this	1
01020	Blacksmith Pliers	n1646	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Obtainable from Item Mall. Allow gem to be extracted from weapons or equipments	1
01021	Kara's Victory	n1647	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_kala	0	0	0	0	0	0	Obtainable from Item Mall. Increases Spirit for 20 secs upon usage	1
01022	Rechargeable Battery	n1648	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Able to recharge energy of Coral. Weak amount of energy.	1
01023	Sewing Thread Ball	n1649	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Keep it in inventory during Apparel Fusion to retain level of original equipment	1
01024	Super Rechargeable Battery	n1650	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Obtainable through Item Mall. Recharge energy of coral. High energy.	1
01025	Mask of Zorro	n0526	10130005	0	0	0	0	0	00	42	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Quest item. Evil mask that used to be righteous	1
01026	Argent Medical Report	x0013	10130005	0	0	0	0	0	00	41	0	0	0	0	0	0	0	0	1	1	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wound analyze from the hospital	1
01027	Blury Medical Report	x0013	10130005	0	0	0	0	0	00	31	0	0	0	0	0	0	0	0	1	1	0	360	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_MHDYSD	0	0	0	0	0	0	Something seems to be wrong, the wordings are not clear. Looks like a pet's medical report written by some tribal shaman. Double click in Battle Zone to see if anything happen	1
01028	Morph Runestone	n0202	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	50	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A blessed runestone. Contains intense magical energy	1
01029	Red High Heels	w0344	10130005	01010036	02010035	03010009	04010009	0	00	1	0	0	0	0	0	1	1	1	1	1	1	1748	-1	1	-1	0	0	9	9,6	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	41,45	46,50	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	1000,1000	20000,20000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Weapon that shaped like high heels	1
01030	Bloodied High Heels	w0344	10130005	0	0	0	0	0	00	42	0	0	0	0	0	0	1	1	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A pair of high-heels with blood stains	1
01031	Saint of the Ring Emblem	n1534	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	3000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Obtained from combat. Can exchange for Chaos Voucher and King of the Ring Emblem	1
01032	King of the Ring Emblem	n1535	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	3000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Obtained from combat. Can exchange for Chaos Chest	1
01033	Star of Unity Chest	n1662	10130023	0	0	0	0	0	00	31	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_TunDuiZhiXing	0	0	0	0	0	0	Obtainable from Newbie Guide. Double click to obtain Star of Unity	1
01034	Star of Unity	n1663	10130005	0	0	0	0	0	00	26	0	0	0	0	0	0	0	0	1	1	1	5000	-1	0	-1	0	0	8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Double click Star of Unity Chest. Able store Exp.	1
01035	Enchanting Card Chest	n0322	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_MoHuanBox	0	0	0	0	0	0	Double click to receive a alphabet card.	1
01036	Enchanting Goddess Card	n1645	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_mohuan	0	0	0	0	0	0	Rumored that the Dark Soul of Goddess is sealed within this card and a miracle will happen to whoever touches it...	1
01037	Skill - Defecate	n1490	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	5000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_DBs	0	0	0	0	0	0	One of Haha's skill book	1
01038	Skill - Undergarment	n1490	10130005	0	0	0	0	0	00	34	0	0	0	0	0	1	1	1	1	1	0	5000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Sk_Script_NKs	0	0	0	0	0	0	One of Haha's skill book	1
